task_id,n_train,n_test,n_test_with_output,input_height_max,input_width_max,input_cells_max,output_height_max,output_width_max,output_cells_max,n_input_colours,n_output_colours,introduces_colours,removes_colours,objects_input_mean,objects_output_mean,size_relation,output_shape_varies,few_demonstrations,large_grid,split
7e0986d6,2,1,1,13,17,208,13,17,208,7,4,False,True,17.0,3.333,same,True,True,False,github_training
7e2bad24,3,2,2,16,16,256,16,16,256,4,4,False,False,7.0,19.2,same,False,False,False,github_training
7e4d4f7c,4,1,1,12,13,156,3,13,39,8,8,False,False,8.6,9.6,smaller,True,False,False,github_training
7e576d6e,3,1,1,30,30,900,30,30,900,7,7,False,False,17.0,22.0,same,False,False,True,github_training
7ec998c9,3,1,1,8,8,64,8,8,64,7,8,True,False,2.0,5.0,same,True,False,False,github_training
7ee1c6ea,3,1,1,10,10,100,10,10,100,10,10,False,False,27.5,27.5,same,False,False,False,github_training
7f4411dc,3,1,1,17,17,289,17,17,289,5,5,False,False,8.75,2.5,same,True,False,False,github_training
7fe24cdd,3,1,1,3,3,9,6,6,36,7,7,False,False,4.25,13.75,larger,False,False,False,github_training
80214e03,3,1,1,22,19,418,4,3,12,10,9,False,True,7.5,7.0,smaller,True,False,True,github_training
80af3007,3,1,1,17,19,323,9,9,81,2,2,False,False,3.25,14.5,smaller,False,False,False,github_training
810b9b61,3,1,1,15,15,225,15,15,225,2,3,True,False,5.25,5.25,same,True,False,False,github_training
817e6c09,5,1,1,7,17,119,7,17,119,2,3,True,False,5.667,5.667,same,True,False,False,github_training
81c0276b,3,1,1,19,21,399,4,4,16,7,7,False,False,13.25,3.0,smaller,True,False,True,github_training
825aa9e9,4,1,1,10,20,200,10,20,200,8,8,False,False,6.0,5.8,same,True,False,False,github_training
82819916,4,1,1,14,10,140,14,10,140,8,8,False,False,11.0,22.2,same,True,False,False,github_training
83302e8f,3,1,1,29,29,841,29,29,841,5,6,True,True,5.5,19.75,same,True,False,True,github_training
833966f4,2,1,1,5,1,5,5,1,5,10,10,False,False,4.667,4.667,same,False,True,False,github_training
833dafe3,2,1,1,8,8,64,16,16,256,7,7,False,False,5.0,15.0,larger,True,True,False,github_training
834ec97d,3,1,1,12,12,144,12,12,144,5,6,True,False,1.0,4.75,same,True,False,False,github_training
83b6b474,2,1,1,16,16,256,6,6,36,6,6,False,False,6.0,5.333,smaller,True,True,False,github_training
83eb0a57,3,1,1,30,30,900,13,16,195,5,5,False,False,9.25,5.25,smaller,True,False,True,github_training
8403a5d5,3,1,1,10,10,100,10,10,100,5,6,True,False,1.0,7.0,same,False,False,False,github_training
84551f4c,3,2,2,9,30,270,9,30,270,3,3,False,False,5.8,4.6,same,True,False,True,github_training
845d6e51,3,1,1,18,17,306,18,17,306,8,7,False,True,12.5,12.5,same,True,False,False,github_training
846bdb03,4,1,1,13,13,169,7,8,56,7,7,False,False,8.0,6.0,smaller,True,False,False,github_training
84ba50d3,3,1,1,18,18,324,18,18,324,3,3,False,False,6.0,7.25,same,True,False,False,github_training
84db8fc4,4,1,1,10,10,100,10,10,100,3,4,True,True,31.0,45.6,same,False,False,False,github_training
84f2aca1,4,1,1,16,13,192,16,13,192,5,7,True,False,3.4,6.8,same,True,False,False,github_training
855e0971,4,1,1,17,19,285,17,19,285,7,7,False,False,3.0,6.4,same,True,False,False,github_training
8597cfd7,4,1,1,11,9,99,2,2,4,4,2,False,True,5.0,1.0,smaller,False,False,False,github_training
85b81ff1,4,1,1,13,14,182,13,14,182,4,4,False,False,5.0,5.0,same,False,False,False,github_training
85c4e7cd,4,1,1,14,14,196,14,14,196,8,8,False,False,5.0,5.0,same,True,False,False,github_training
85fa5666,4,1,1,12,12,144,12,12,144,6,6,False,False,11.0,24.0,same,True,False,False,github_training
8618d23e,3,1,1,6,5,20,7,6,30,8,9,True,False,4.25,5.25,larger,True,False,False,github_training
868de0fa,5,1,1,20,20,400,20,20,400,2,4,True,False,3.167,6.333,same,True,False,False,github_training
8719f442,3,1,1,3,3,9,15,15,225,2,2,False,False,2.25,7.5,larger,False,False,False,github_training
8731374e,3,1,1,27,23,621,10,9,90,10,4,False,True,260.75,10.5,smaller,True,False,True,github_training
878187ab,2,1,1,16,16,256,16,16,256,6,3,True,True,14.0,17.667,inconsistent,False,True,False,github_training
87ab05b8,3,1,1,4,4,16,4,4,16,8,2,False,True,7.0,2.0,same,False,False,False,github_training
880c1354,3,1,1,8,8,64,8,8,64,9,9,False,False,10.25,10.25,same,False,False,False,github_training
88207623,2,1,1,16,18,288,16,18,288,8,8,False,False,11.0,14.0,same,True,True,False,github_training
8886d717,3,1,1,13,13,169,13,13,169,4,4,False,False,15.5,11.0,same,True,False,False,github_training
88a10436,3,1,1,10,11,110,10,11,110,6,5,False,True,4.25,6.5,same,True,False,False,github_training
88a62173,3,1,1,5,5,25,2,2,4,5,5,False,False,5.25,1.5,smaller,False,False,False,github_training
890034e9,3,1,1,21,21,441,21,21,441,6,6,False,False,77.75,76.0,same,False,False,True,github_training
891232d6,4,1,1,28,29,812,28,29,812,3,7,True,False,32.6,60.0,same,True,False,True,github_training
896d5239,3,1,1,15,18,270,15,18,270,3,4,True,False,34.75,35.5,same,True,False,False,github_training
8a004b2b,3,1,1,19,18,342,14,18,252,6,6,False,False,9.75,7.25,smaller,True,False,False,github_training
8a371977,3,1,1,30,30,900,30,30,900,2,3,True,True,1.0,48.75,same,True,False,True,github_training
8a6d367c,3,1,1,27,21,567,14,18,252,10,7,False,True,11.0,5.5,smaller,True,False,True,github_training
8abad3cf,2,1,1,7,10,50,4,10,40,7,7,False,False,5.667,3.333,mixed,True,True,False,github_training
8b28cd80,5,2,2,3,3,9,9,9,81,7,7,False,False,1.0,4.143,larger,False,False,False,github_training
8ba14f53,6,1,1,4,9,36,3,3,9,9,9,False,False,2.0,2.0,smaller,False,False,False,github_training
8be77c9e,3,1,1,3,3,9,6,3,18,2,2,False,False,1.5,2.25,larger,False,False,False,github_training
8cb8642d,3,1,1,19,24,456,19,24,456,7,7,False,False,4.0,21.0,same,True,False,True,github_training
8d5021e8,3,1,1,3,2,6,9,4,36,5,5,False,False,1.5,4.5,larger,False,False,False,github_training
8d510a79,2,1,1,10,10,100,10,10,100,4,4,False,False,9.333,9.333,same,False,True,False,github_training
8dab14c2,4,4,4,16,17,256,16,17,256,2,2,False,False,2.0,2.0,same,True,False,False,github_training
8dae5dfc,4,1,1,20,19,380,20,19,380,9,9,False,False,7.6,7.6,same,True,False,False,github_training
8e1813be,3,1,1,19,19,361,7,7,49,9,7,False,True,7.25,5.0,smaller,True,False,False,github_training
8e2edd66,3,1,1,3,3,9,9,9,81,5,5,False,False,2.0,11.25,larger,False,False,False,github_training
8e301a54,3,1,1,10,10,100,10,10,100,4,4,False,False,4.0,4.0,same,False,False,False,github_training
8e5a5113,3,1,1,3,11,33,3,11,33,10,9,False,True,5.0,11.0,same,False,False,False,github_training
8eb1be9a,2,1,1,15,19,285,15,19,285,4,4,False,False,3.667,18.0,same,True,True,False,github_training
8ee62060,3,1,1,14,14,196,14,14,196,5,5,False,False,16.75,16.75,same,True,False,False,github_training
8efcae92,3,1,1,20,20,400,9,17,90,3,2,False,True,24.5,9.75,smaller,True,False,False,github_training
8f2ea7aa,3,1,1,9,9,81,9,9,81,5,5,False,False,2.25,9.5,same,False,False,False,github_training
8fbca751,3,1,1,8,12,96,8,12,96,2,3,True,False,3.75,9.25,same,True,False,False,github_training
8fff9e47,2,1,1,6,6,24,12,12,144,10,10,False,False,16.0,16.667,larger,False,True,False,github_training
902510d5,4,1,1,15,14,210,15,14,210,9,7,False,True,10.6,6.4,same,True,False,False,github_training
90347967,3,1,1,9,9,81,9,9,81,8,8,False,False,4.5,4.5,same,True,False,False,github_training
90c28cc7,3,1,1,21,21,441,3,3,9,8,7,False,True,6.25,6.25,smaller,True,False,True,github_training
90f3ed37,3,1,1,15,10,150,15,10,150,2,3,True,False,8.75,13.5,same,False,False,False,github_training
9110e3c5,7,2,2,7,7,49,3,3,9,10,2,False,True,16.333,1.333,smaller,False,False,False,github_training
913fb3ed,4,1,1,16,16,256,16,16,256,4,7,True,False,2.0,4.0,same,True,False,False,github_training
91413438,4,1,1,3,3,9,21,21,441,6,6,False,False,2.0,5.8,larger,True,False,True,github_training
91714a58,3,1,1,16,16,256,16,16,256,10,5,False,True,75.0,1.0,same,False,False,False,github_training
9172f3a0,2,1,1,3,3,9,9,9,81,7,7,False,False,3.667,3.667,larger,False,True,False,github_training
917bccba,3,1,1,12,12,144,12,12,144,8,8,False,False,6.0,5.0,same,False,False,False,github_training
928ad970,3,1,1,15,15,225,15,15,225,6,6,False,False,5.0,6.0,same,True,False,False,github_training
92e50de0,3,1,1,29,29,841,29,29,841,6,6,False,False,3.0,22.25,same,True,False,True,github_training
9344f635,3,1,1,10,10,100,10,10,100,10,10,False,False,5.5,19.0,same,True,False,False,github_training
9356391f,2,1,1,16,16,256,16,16,256,8,8,False,False,6.0,8.667,same,False,True,False,github_training
93b4f4b3,2,1,1,17,12,170,17,6,85,9,8,False,True,4.333,4.333,smaller,True,True,False,github_training
93b581b8,3,1,1,6,6,36,6,6,36,10,10,False,False,4.0,8.0,same,False,False,False,github_training
93c31fbe,3,1,1,26,28,728,26,28,728,6,6,False,False,26.25,26.5,same,True,False,True,github_training
94133066,3,1,1,23,30,570,12,13,130,7,6,False,True,9.5,6.5,smaller,True,False,True,github_training
941d9a10,3,1,1,10,10,100,10,10,100,2,5,True,False,1.0,4.0,same,False,False,False,github_training
94414823,3,1,1,10,10,100,10,10,100,10,10,False,False,3.0,7.0,same,False,False,False,github_training
9473c6fb,3,1,1,9,12,108,9,12,108,7,4,True,True,8.5,9.0,same,True,False,False,github_training
94be5b80,2,1,1,18,15,270,18,15,270,8,8,False,False,6.0,5.667,same,True,True,False,github_training
94f9d214,4,1,1,8,4,32,4,4,16,3,2,True,True,4.8,2.2,smaller,False,False,False,github_training
952a094c,3,1,1,10,10,100,10,10,100,10,10,False,False,5.0,5.0,same,False,False,False,github_training
9565186b,4,1,1,3,3,9,3,3,9,5,5,True,True,3.6,2.6,same,False,False,False,github_training
95755ff2,3,1,1,11,11,121,11,11,121,10,10,False,False,29.0,34.75,same,False,False,False,github_training
95990924,3,1,1,15,15,225,15,15,225,2,6,True,False,3.25,16.25,same,True,False,False,github_training
95a58926,3,1,1,22,27,594,22,27,594,6,6,False,False,40.75,46.25,same,True,False,True,github_training
963c33f8,3,1,1,16,16,256,16,16,256,4,4,False,False,11.5,13.75,same,True,False,False,github_training
963e52fc,3,1,1,5,9,45,5,18,90,5,5,False,False,6.75,12.75,larger,True,False,False,github_training
963f59bc,4,1,1,14,16,224,14,16,224,6,6,False,False,3.4,5.0,same,True,False,False,github_training
96a8c0cd,4,1,1,22,29,377,22,29,377,4,4,False,False,10.2,10.2,same,True,False,True,github_training
9720b24f,4,1,1,15,15,225,15,15,225,9,8,False,True,11.2,9.2,same,True,False,False,github_training
97239e3d,3,1,1,17,17,289,17,17,289,8,8,False,False,20.0,23.0,same,False,False,False,github_training
973e499e,3,2,2,5,5,25,25,25,625,6,7,True,False,4.2,21.2,larger,True,False,True,github_training
9772c176,2,1,1,26,29,754,26,29,754,2,3,True,False,2.0,9.333,same,True,True,True,github_training
97999447,3,1,1,10,12,120,10,12,120,6,7,True,False,2.5,15.75,same,True,False,False,github_training
97a05b5b,3,1,1,24,19,456,17,12,153,7,6,False,True,11.0,7.75,smaller,True,False,True,github_training
97c75046,3,1,1,12,16,160,12,16,160,3,3,False,False,2.0,2.0,same,True,False,False,github_training
981add89,2,1,1,30,30,900,30,30,900,7,7,False,False,10.667,36.333,same,True,True,True,github_training
9841fdad,2,1,1,14,26,350,14,26,350,6,6,False,False,6.667,10.333,same,True,True,True,github_training
984d8a3e,2,1,1,17,17,289,17,17,289,7,7,False,False,3.333,6.667,same,False,True,False,github_training
985ae207,3,1,1,25,25,625,25,25,625,7,7,False,False,10.25,18.5,same,False,False,True,github_training
98c475bf,4,1,1,20,20,400,20,20,400,8,8,False,False,7.6,5.4,same,False,False,False,github_training
98cf29f8,3,1,1,17,19,285,17,19,285,6,6,False,False,2.0,2.0,same,True,False,False,github_training
992798f6,4,1,1,16,16,256,16,16,256,3,4,True,False,2.0,7.6,same,True,False,False,github_training
99306f82,3,1,1,20,20,400,20,20,400,9,9,False,False,4.5,8.0,same,True,False,False,github_training
995c5fa3,4,1,1,4,14,56,3,3,9,2,4,True,True,3.0,3.0,smaller,False,False,False,github_training
9968a131,2,1,1,6,6,36,6,6,36,7,7,False,False,8.0,6.0,same,True,True,False,github_training
996ec1f3,3,1,1,19,19,361,3,3,9,10,7,False,True,98.5,4.5,smaller,False,False,False,github_training
99b1bc43,4,1,1,9,4,36,4,4,16,4,2,True,True,7.0,2.2,smaller,False,False,False,github_training
99caaf76,3,1,1,18,17,306,18,17,306,10,10,False,False,23.0,21.5,same,True,False,False,github_training
99fa7670,4,1,1,7,8,56,7,8,56,7,7,False,False,2.2,2.2,same,True,False,False,github_training
9a4bb226,3,1,1,15,15,225,3,3,9,10,8,False,True,15.75,4.5,smaller,False,False,False,github_training
9aec4887,3,1,1,16,16,256,7,7,49,8,8,False,False,6.5,9.0,smaller,True,False,False,github_training
9af7a82c,4,1,1,4,4,16,6,5,30,5,6,True,False,3.8,3.8,larger,True,False,False,github_training
9b2a60aa,3,1,1,23,24,391,23,24,391,5,5,False,False,5.75,10.5,same,True,False,True,github_training
9b30e358,2,1,1,10,7,70,10,7,70,7,7,False,False,8.667,18.333,same,True,True,False,github_training
9b365c51,3,1,1,8,28,196,8,28,196,8,7,False,True,6.25,4.0,same,True,False,True,github_training
9b4c17c4,4,2,2,15,15,225,15,15,225,3,3,False,False,6.333,5.167,same,True,False,False,github_training
9b5080bb,3,1,1,27,27,729,27,27,729,5,5,False,False,6.25,12.75,same,True,False,True,github_training
9ba4a9aa,3,1,1,22,22,484,3,3,9,9,7,False,True,48.5,2.0,smaller,False,False,True,github_training
9bebae7a,5,1,1,12,13,143,12,13,143,3,2,False,True,2.833,2.333,same,True,False,False,github_training
9c1e755f,4,1,1,10,10,100,10,10,100,10,10,False,False,7.2,15.6,same,False,False,False,github_training
9c56f360,3,1,1,9,9,81,9,9,81,3,3,False,False,10.75,13.5,same,True,False,False,github_training
9caba7c3,3,1,1,19,19,361,19,19,361,3,5,True,False,29.0,44.0,same,False,False,False,github_training
9caf5b84,4,1,1,6,6,36,6,6,36,9,8,True,True,17.2,12.8,same,True,False,False,github_training
9d9215db,3,1,1,19,19,361,19,19,361,6,6,False,False,5.0,39.0,same,False,False,False,github_training
9ddd00f0,2,1,1,19,19,361,19,19,361,4,4,False,False,4.667,9.667,same,True,True,False,github_training
9def23fe,3,1,1,21,25,525,21,25,525,6,6,False,False,9.0,9.0,same,True,False,True,github_training
9dfd6313,3,1,1,6,6,36,6,6,36,8,8,False,False,7.0,7.0,same,True,False,False,github_training
9edfc990,3,1,1,16,16,256,16,16,256,10,10,False,False,103.0,97.25,same,True,False,False,github_training
9f236235,3,1,1,23,23,529,4,4,16,6,6,False,False,7.0,3.75,smaller,True,False,True,github_training
9f27f097,3,1,1,12,12,144,12,12,144,6,5,False,True,6.5,12.0,same,False,False,False,github_training
9f41bd9c,2,1,1,18,18,324,18,18,324,3,4,True,False,5.0,30.333,same,True,True,False,github_training
9f5f939b,3,1,1,20,20,400,20,20,400,2,3,True,False,18.25,20.25,same,True,False,False,github_training
9f669b64,3,1,1,10,10,100,10,10,100,8,8,False,False,4.25,5.0,same,False,False,False,github_training
9f8de559,4,1,1,14,14,196,14,14,196,6,6,False,False,11.4,11.6,same,False,False,False,github_training
a04b2602,3,1,1,20,27,432,20,27,432,3,4,True,False,22.0,28.5,same,True,False,True,github_training
a096bf4d,3,1,1,26,26,676,26,26,676,9,9,False,False,43.0,49.0,same,True,False,True,github_training
a09f6c25,3,2,2,28,27,756,28,27,756,4,6,True,True,14.4,9.6,same,True,False,True,github_training
a1570a43,4,1,1,10,10,90,10,10,90,3,3,False,False,5.0,5.0,same,True,False,False,github_training
a1aa0c1e,3,1,1,21,21,441,3,5,15,10,10,False,False,5.0,4.75,smaller,False,False,True,github_training
a2d730bd,3,1,1,30,30,900,30,30,900,5,5,False,False,6.0,15.75,same,True,False,True,github_training
a2fd1cf0,3,1,1,15,16,225,15,16,225,3,4,True,False,2.0,3.0,same,True,False,False,github_training
a3325580,6,1,1,10,10,100,9,3,18,10,8,False,True,3.429,2.143,smaller,True,False,False,github_training
a3f84088,4,1,1,30,30,900,30,30,900,2,3,True,False,1.0,5.6,same,True,False,True,github_training
a406ac07,3,1,1,10,10,100,10,10,100,8,8,False,False,8.5,12.25,same,False,False,False,github_training
a416b8f3,3,1,1,5,4,20,5,8,40,8,8,False,False,5.5,11.0,larger,True,False,False,github_training
a416fc5b,3,1,1,11,11,121,16,16,256,5,5,False,False,30.0,31.75,inconsistent,True,False,False,github_training
a48eeaf7,2,1,1,10,10,100,10,10,100,3,3,False,False,4.667,4.333,same,False,True,False,github_training
a5313dff,3,1,1,12,12,144,12,12,144,2,3,True,False,2.75,4.5,same,True,False,False,github_training
a57f2f04,3,1,1,26,22,572,26,22,572,6,6,False,False,5.0,9.5,same,True,False,True,github_training
a59b95c0,5,1,1,3,3,9,12,12,144,8,8,False,False,5.333,56.167,larger,True,False,False,github_training
a5f85a15,3,1,1,12,12,144,12,12,144,5,6,True,False,10.75,10.75,same,True,False,False,github_training
a61ba2ce,2,1,1,13,13,169,4,4,16,7,7,False,False,4.0,4.0,smaller,False,True,False,github_training
a61f2674,2,1,1,9,9,81,9,9,81,2,3,True,True,4.333,2.0,same,False,True,False,github_training
a644e277,2,1,1,19,22,396,11,11,81,6,6,False,False,65.333,12.333,smaller,True,True,True,github_training
a64e4611,3,1,1,30,30,900,30,30,900,5,6,True,False,68.0,69.0,same,False,False,True,github_training
a65b410d,3,1,1,9,9,81,9,9,81,2,4,True,False,1.0,3.0,same,True,False,False,github_training
a680ac02,3,1,1,24,22,528,12,12,48,7,5,False,True,4.75,2.5,smaller,True,False,True,github_training
a68b268e,6,1,1,9,9,81,4,4,16,6,5,False,True,10.857,7.143,smaller,False,False,False,github_training
a6953f00,3,1,1,8,8,64,2,2,4,10,9,False,True,20.5,3.5,smaller,False,False,False,github_training
a699fb00,3,1,1,10,10,100,10,10,100,2,3,True,False,9.25,14.5,same,True,False,False,github_training
a740d043,3,1,1,7,7,49,3,3,9,5,5,True,True,3.5,2.5,smaller,True,False,False,github_training
a78176bb,3,1,1,10,10,100,10,10,100,6,5,False,True,9.75,17.0,same,False,False,False,github_training
a79310a0,3,1,1,5,5,25,5,5,25,2,2,True,True,1.0,1.0,same,True,False,False,github_training
a834deea,3,1,1,16,16,256,16,16,256,2,10,True,False,5.25,14.5,same,True,False,False,github_training
a85d4709,4,1,1,3,3,9,3,3,9,2,3,True,True,2.6,2.6,same,False,False,False,github_training
a8610ef7,4,1,1,6,6,36,6,6,36,2,3,True,True,3.8,10.8,same,False,False,False,github_training
a87f7484,4,1,1,15,15,45,3,3,9,9,5,False,True,11.4,2.4,smaller,False,False,False,github_training
a8c38be5,2,1,1,16,15,240,9,9,81,10,9,False,True,17.0,9.0,smaller,False,True,False,github_training
a8d7556c,3,1,1,18,18,324,18,18,324,2,3,True,False,17.0,21.5,same,False,False,False,github_training
a934301b,3,1,1,14,15,196,14,15,196,3,3,False,False,17.5,5.25,same,True,False,False,github_training
a9f96cdd,4,1,1,3,5,15,3,5,15,2,5,True,True,1.0,2.6,same,False,False,False,github_training
aa18de87,4,1,1,5,12,60,5,12,60,6,7,True,False,8.2,9.8,same,True,False,False,github_training
aa300dc3,4,1,1,10,10,100,10,10,100,2,3,True,False,1.0,8.2,same,False,False,False,github_training
aa62e3f4,2,1,1,16,16,256,16,16,256,5,4,False,True,6.667,8.333,same,True,True,False,github_training
aab50785,5,1,1,15,17,255,8,6,32,10,9,False,True,75.5,9.833,smaller,True,False,False,github_training
aabf363d,2,1,1,7,7,49,7,7,49,6,4,False,True,2.0,1.0,same,False,True,False,github_training
aaecdb9a,3,1,1,10,10,100,6,5,30,6,6,False,False,12.0,5.0,smaller,True,False,False,github_training
aaef0977,2,1,1,8,8,64,8,8,64,4,9,True,True,1.667,59.333,same,False,True,False,github_training
aba27056,3,1,1,10,10,100,10,10,100,5,6,True,False,1.0,5.25,same,True,False,False,github_training
abbfd121,3,1,1,23,22,506,10,12,100,10,9,False,True,207.5,46.0,smaller,True,False,True,github_training
ac0a08a4,3,1,1,3,3,9,15,15,225,9,9,False,False,3.5,3.5,larger,True,False,False,github_training
ac0c2ac3,3,1,1,13,13,169,13,13,169,10,9,False,True,5.75,4.75,same,True,False,False,github_training
ac0c5833,3,1,1,30,30,900,30,30,900,3,3,False,False,19.25,26.25,same,True,False,True,github_training
ac2e8ecf,3,1,1,16,17,272,16,17,272,6,6,False,False,5.75,5.75,same,True,False,False,github_training
ac3e2b04,4,1,1,16,18,288,16,18,288,3,4,True,False,7.2,15.2,same,True,False,False,github_training
ac605cbb,6,1,1,11,11,121,11,11,121,5,7,True,False,2.429,9.857,same,True,False,False,github_training
ac6f9922,3,1,1,19,19,361,3,3,9,7,7,False,False,11.0,4.75,smaller,True,False,False,github_training
ad173014,3,1,1,27,27,729,27,27,729,8,8,False,False,12.75,12.75,same,True,False,True,github_training
ad38a9d0,2,1,1,9,9,81,9,9,81,2,7,True,True,8.667,8.667,same,False,True,False,github_training
ad3b40cf,3,1,1,17,17,289,17,17,289,7,7,False,False,15.0,17.0,same,True,False,False,github_training
ad7e01d0,4,1,1,5,5,25,25,25,625,5,5,False,False,5.6,27.2,larger,True,False,True,github_training
ae3edfdc,3,1,1,15,15,225,15,15,225,5,5,False,False,8.0,8.0,same,False,False,False,github_training
ae4f1146,4,1,1,9,9,81,3,3,9,3,2,False,True,16.0,4.8,smaller,False,False,False,github_training
ae58858e,4,1,1,10,12,120,10,12,120,2,3,True,False,6.8,6.8,same,True,False,False,github_training
aedd82e4,4,1,1,5,4,20,5,4,20,2,3,True,False,3.2,3.2,same,True,False,False,github_training
aee291af,3,1,1,18,18,324,5,5,25,3,2,False,True,30.0,3.0,smaller,True,False,False,github_training
af24b4cc,3,1,1,9,10,90,4,5,20,10,10,False,False,15.75,5.5,smaller,False,False,False,github_training
af726779,3,3,3,21,24,357,21,24,357,2,3,True,False,7.5,20.833,same,True,False,True,github_training
af902bf9,3,1,1,10,10,100,10,10,100,2,3,True,False,6.0,7.5,same,False,False,False,github_training
afe3afe9,3,1,1,30,30,900,7,7,42,9,8,False,True,29.25,5.75,smaller,True,False,True,github_training
b0722778,2,1,1,11,9,99,11,2,22,10,10,False,False,20.0,6.667,smaller,True,True,False,github_training
b0c4d837,6,1,1,9,9,81,3,3,9,3,2,False,True,2.0,1.0,smaller,False,False,False,github_training
b0f4d537,4,1,1,12,15,180,12,7,84,6,4,False,True,17.2,7.4,smaller,True,False,False,github_training
b15fca0b,5,1,1,10,10,100,10,10,100,3,4,True,False,4.667,5.667,same,True,False,False,github_training
b190f7f5,3,1,1,8,8,32,16,16,256,6,5,False,True,6.5,6.5,larger,True,False,False,github_training
b1948b0a,3,1,1,6,6,24,6,6,24,2,2,True,True,7.0,7.0,same,True,False,False,github_training
b1986d4b,3,1,1,28,28,784,5,30,150,7,7,False,False,64.5,12.25,inconsistent,True,False,True,github_training
b1fc8b8e,5,2,2,6,6,36,5,5,25,2,2,False,False,1.143,4.0,smaller,False,False,False,github_training
b20f7c8b,3,1,1,18,22,396,18,22,396,9,9,False,False,20.75,16.25,same,False,False,True,github_training
b230c067,3,1,1,10,10,100,10,10,100,2,3,True,True,3.75,3.75,same,False,False,False,github_training
b25e450b,3,1,1,18,14,252,18,14,252,3,3,False,False,24.0,13.75,same,True,False,False,github_training
b27ca6d3,2,1,1,17,18,272,17,18,272,2,3,True,False,15.333,17.667,same,True,True,False,github_training
b2862040,4,1,1,16,15,240,16,15,240,2,3,True,False,8.2,8.2,same,True,False,False,github_training
b2bc3ffd,3,1,1,8,8,64,8,8,64,9,9,False,False,4.75,4.75,same,False,False,False,github_training
b457fec5,3,1,1,27,23,621,27,23,621,7,6,False,True,5.25,16.0,same,True,False,True,github_training
b4a43f3b,4,1,1,13,6,78,18,18,324,6,5,False,True,7.2,28.0,larger,False,False,False,github_training
b527c5c6,4,1,1,20,20,400,20,20,400,3,3,False,False,4.0,4.0,same,True,False,False,github_training
b548a754,3,1,1,13,13,169,13,13,169,7,6,False,True,3.0,2.0,same,True,False,False,github_training
b5bb5719,7,1,1,6,12,72,6,12,72,3,3,False,False,3.75,6.5,same,True,False,False,github_training
b60334d2,2,1,1,9,9,81,9,9,81,2,3,True,False,3.667,28.667,same,False,True,False,github_training
b6afb2da,2,1,1,10,10,100,10,10,100,2,4,True,True,2.0,18.0,same,False,True,False,github_training
b71a7747,2,1,1,28,28,784,20,20,400,8,5,False,True,96.333,3.0,smaller,True,True,True,github_training
b7249182,3,1,1,19,18,180,19,18,180,8,8,False,False,2.0,2.0,same,True,False,False,github_training
b7256dcd,2,1,1,7,7,49,7,7,49,7,6,False,True,8.0,4.667,same,True,True,False,github_training
b745798f,3,1,1,15,15,225,15,15,225,10,10,False,False,5.25,4.5,same,True,False,False,github_training
b74ca5d1,3,2,2,30,30,900,30,30,900,10,10,False,False,28.0,38.0,same,False,False,True,github_training
b775ac94,3,1,1,30,30,900,30,30,900,8,8,False,False,9.5,13.5,same,True,False,True,github_training
b782dc8a,2,1,1,15,24,264,15,24,264,6,6,False,False,9.667,56.667,same,True,True,True,github_training
b7955b3c,3,2,2,26,22,572,26,22,572,10,9,False,True,11.6,6.8,same,True,False,True,github_training
b7999b51,3,1,1,19,18,342,6,5,30,8,8,False,False,4.0,3.75,smaller,True,False,False,github_training
b7cb93ac,3,1,1,10,13,130,3,4,12,6,5,False,True,3.5,3.5,smaller,False,False,False,github_training
b7f8a4d8,3,1,1,30,30,900,30,30,900,6,6,False,False,51.5,67.0,same,True,False,True,github_training
b7fb29bc,3,1,1,15,15,225,15,15,225,2,4,True,False,1.5,6.5,same,False,False,False,github_training
b8825c91,4,1,1,16,16,256,16,16,256,9,8,False,True,107.0,110.6,same,False,False,False,github_training
b8cdaf2b,4,1,1,9,9,81,9,9,81,7,7,False,False,4.0,7.6,same,True,False,False,github_training
b91ae062,5,1,1,3,3,9,12,12,144,9,9,False,False,3.833,3.833,larger,True,False,False,github_training
b942fd60,6,1,1,12,12,144,12,12,144,6,6,False,False,10.143,10.143,same,True,False,False,github_training
b94a9452,3,1,1,14,13,182,6,6,36,7,6,False,True,2.0,2.0,smaller,True,False,False,github_training
b9630600,3,1,1,30,30,900,30,30,900,2,2,False,False,7.0,1.0,same,False,False,True,github_training
b9b7f026,3,1,1,16,17,272,1,1,1,9,4,False,True,5.5,1.0,smaller,False,False,False,github_training
ba1aa698,3,1,1,16,25,400,16,7,112,5,5,False,False,8.0,3.0,smaller,True,False,True,github_training
ba26e723,5,1,1,3,17,51,3,17,51,2,3,True,False,1.0,9.0,same,True,False,False,github_training
ba97ae07,4,1,1,13,13,169,13,13,169,9,9,False,False,3.0,3.0,same,True,False,False,github_training
ba9d41b8,3,1,1,19,19,361,19,19,361,8,8,False,False,2.5,18.0,same,True,False,False,github_training
bae5c565,2,1,1,13,13,169,13,13,169,10,10,False,False,9.667,9.333,same,True,True,False,github_training
baf41dbf,3,1,1,16,17,272,16,17,272,3,3,False,False,3.5,3.5,same,True,False,False,github_training
bb43febb,2,1,1,10,10,100,10,10,100,2,3,True,False,2.0,4.0,same,False,True,False,github_training
bb52a14b,3,1,1,22,22,484,22,22,484,4,4,False,False,60.25,66.0,same,False,False,True,github_training
